,is_goal,x,y,shot_body_part,shot_type,play_pattern
1075762,0,109.2,51.8,Right Foot,Open Play,From Goal Kick
1075763,0,99.1,53.8,Left Foot,Open Play,From Throw In
1075764,0,107.2,32.4,Head,Open Play,From Free Kick
1075765,0,96.4,38.4,Right Foot,Open Play,Regular Play
1075766,0,98.4,19.5,Right Foot,Open Play,Regular Play
1075767,1,109.1,35.2,Right Foot,Open Play,From Corner
1075768,0,102.4,24.0,Left Foot,Open Play,Regular Play
1075769,0,104.9,42.5,Left Foot,Open Play,Regular Play
1075770,0,114.2,32.0,Right Foot,Open Play,From Corner
1075771,0,82.6,49.5,Right Foot,Open Play,From Goal Kick
1075772,0,86.5,52.5,Right Foot,Open Play,Regular Play
1075773,0,105.5,31.2,Left Foot,Open Play,Regular Play
1075774,0,95.4,56.6,Left Foot,Free Kick,From Free Kick
1075775,0,103.0,23.4,Right Foot,Open Play,From Throw In
1075776,0,101.2,31.0,Left Foot,Open Play,From Throw In
1075777,0,99.4,43.7,Left Foot,Open Play,Regular Play
1075778,0,112.3,23.9,Right Foot,Open Play,From Counter
1075779,0,116.4,35.7,Right Foot,Open Play,From Counter
1075780,0,111.0,30.9,Left Foot,Open Play,Regular Play
1079029,1,115.4,40.8,Head,Open Play,From Throw In
1079030,1,117.0,37.1,Head,Open Play,Regular Play
1079031,0,99.2,20.3,Right Foot,Open Play,Regular Play
1079032,1,117.4,48.9,Head,Open Play,From Corner
1079033,0,92.7,32.6,Right Foot,Open Play,Regular Play
1079034,0,103.1,41.4,Left Foot,Open Play,From Throw In
1079035,0,104.9,44.7,Left Foot,Open Play,From Corner
1079036,0,99.7,44.5,Right Foot,Open Play,From Keeper
1079037,1,104.5,25.6,Right Foot,Open Play,From Corner
1079038,0,106.3,46.3,Right Foot,Open Play,From Corner
1079039,1,106.2,30.0,Left Foot,Open Play,Regular Play
1079040,0,88.5,36.7,Left Foot,Open Play,Regular Play
1079041,0,94.3,27.7,Right Foot,Open Play,Regular Play
1079042,0,102.1,44.7,Left Foot,Open Play,From Free Kick
1079043,0,93.7,34.2,Left Foot,Open Play,Regular Play
1079044,0,110.3,29.7,Right Foot,Open Play,From Free Kick
1079045,0,103.8,48.6,Right Foot,Open Play,From Throw In
1079046,0,112.7,37.9,Head,Open Play,From Free Kick
1079047,0,98.1,57.1,Left Foot,Open Play,From Corner
1079048,0,115.0,48.2,Right Foot,Open Play,From Corner
1079049,0,95.8,34.6,Right Foot,Open Play,From Corner
1079050,0,106.0,41.7,Head,Open Play,From Throw In
1079051,0,101.6,47.8,Left Foot,Open Play,From Corner
1079052,0,93.6,52.0,Left Foot,Open Play,Regular Play
1079053,0,93.8,48.4,Left Foot,Open Play,From Free Kick
1082238,0,109.2,27.0,Left Foot,Open Play,Regular Play
1082239,0,88.7,43.7,Left Foot,Open Play,From Free Kick
1082240,0,97.6,49.0,Right Foot,Open Play,Regular Play
1082241,0,89.4,29.5,Right Foot,Open Play,From Free Kick
1082242,1,104.8,29.7,Right Foot,Open Play,Regular Play
1082243,0,80.0,56.5,Right Foot,Open Play,Regular Play
1082244,0,104.4,36.5,Right Foot,Open Play,Regular Play
1082245,1,105.2,52.8,Right Foot,Open Play,Regular Play
1082246,0,104.8,45.8,Right Foot,Open Play,Regular Play
1082247,0,109.6,44.3,Head,Open Play,Regular Play
1082248,0,99.6,55.9,Right Foot,Open Play,From Corner
1082249,0,105.4,27.8,Left Foot,Open Play,From Counter
1082250,0,115.8,37.7,Head,Open Play,From Corner
1082251,0,102.6,49.9,Right Foot,Open Play,Regular Play
1082252,0,108.6,52.4,Right Foot,Open Play,From Throw In
1082253,0,106.1,28.9,Right Foot,Open Play,From Counter
1082254,1,116.3,36.2,Head,Open Play,Regular Play
1082255,0,111.6,45.9,Head,Open Play,From Free Kick
1082256,0,104.3,31.6,Right Foot,Open Play,From Throw In
1082257,0,112.3,16.3,Right Foot,Open Play,Regular Play
1082258,0,108.8,51.0,Right Foot,Open Play,Regular Play
1082259,0,91.9,39.7,Right Foot,Open Play,From Corner
1082260,0,107.8,26.1,Left Foot,Open Play,From Corner
1082261,0,116.4,55.5,Right Foot,Open Play,From Corner
1082262,0,112.0,34.5,Head,Open Play,From Corner
1082263,0,92.2,28.6,Right Foot,Free Kick,From Free Kick
1082264,0,112.1,39.1,Right Foot,Open Play,From Corner
1082265,0,109.8,36.9,Left Foot,Open Play,From Throw In
1086523,0,88.1,42.2,Right Foot,Open Play,Regular Play
1086524,0,112.8,34.1,Head,Open Play,From Corner
1086525,0,101.8,50.6,Right Foot,Open Play,From Free Kick
1086526,0,104.0,59.2,Right Foot,Open Play,From Free Kick
1086527,0,106.3,51.1,Left Foot,Open Play,From Free Kick
1086528,0,92.3,41.9,Right Foot,Open Play,Regular Play
1086529,0,115.6,49.8,Right Foot,Open Play,Regular Play
1086530,0,107.5,31.6,Left Foot,Open Play,Regular Play
1086531,0,110.1,43.5,Head,Open Play,Regular Play
1086532,0,88.8,29.5,Left Foot,Open Play,From Throw In
1086533,0,110.7,39.6,Head,Open Play,From Corner
1086534,0,94.0,27.6,Left Foot,Open Play,Regular Play
1086535,0,98.8,27.3,Right Foot,Open Play,Regular Play
1086536,0,109.7,23.9,Left Foot,Open Play,Regular Play
1086537,0,95.4,60.2,Right Foot,Open Play,Regular Play
1086538,1,106.6,34.3,Right Foot,Open Play,Regular Play
1086539,0,101.6,32.4,Left Foot,Open Play,Regular Play
1086540,0,102.4,28.8,Right Foot,Open Play,From Free Kick
1086541,0,81.8,34.8,Right Foot,Open Play,Regular Play
1086542,1,113.2,49.0,Right Foot,Open Play,Regular Play
1086543,0,112.6,37.3,Head,Open Play,From Free Kick
1086544,0,94.4,33.7,Right Foot,Open Play,Regular Play
1086545,0,108.9,57.4,Right Foot,Open Play,Regular Play
1089738,0,109.2,59.7,Head,Open Play,From Free Kick
1089739,0,107.3,36.3,Left Foot,Open Play,Regular Play
1089740,1,114.8,43.6,Right Foot,Open Play,From Throw In
1089741,0,96.2,28.5,Right Foot,Open Play,Regular Play
1089742,0,90.6,47.6,Left Foot,Free Kick,From Free Kick
1089743,0,101.7,63.8,Left Foot,Free Kick,From Free Kick
1089744,0,94.5,26.5,Left Foot,Open Play,From Free Kick
1089745,0,112.7,33.0,Head,Open Play,From Corner
1089746,0,74.2,19.5,Left Foot,Open Play,Regular Play
1089747,0,106.7,29.5,Left Foot,Open Play,Regular Play
1089748,0,95.1,43.2,Right Foot,Open Play,Regular Play
1089750,0,91.5,52.5,Right Foot,Open Play,From Corner
1089751,0,109.7,40.4,Head,Open Play,From Throw In
1089752,0,99.8,52.8,Right Foot,Open Play,Regular Play
1089753,0,106.8,43.2,Left Foot,Open Play,From Corner
1089754,0,100.5,55.6,Left Foot,Free Kick,From Free Kick
1089755,0,101.6,51.9,Left Foot,Open Play,From Free Kick
1089756,0,97.6,45.4,Left Foot,Open Play,From Free Kick
1089757,0,88.7,33.9,Left Foot,Open Play,From Corner
1089758,1,109.3,40.9,Head,Open Play,From Corner
1089759,0,105.1,38.1,Right Foot,Open Play,Regular Play
1089760,0,116.4,25.7,Right Foot,Open Play,Regular Play
1089761,0,112.2,40.4,Left Foot,Open Play,Regular Play
1089762,0,93.6,35.7,Right Foot,Free Kick,From Free Kick
1089763,0,114.0,34.0,Head,Open Play,From Corner
1089764,1,107.1,40.6,Right Foot,Open Play,From Free Kick
1089765,1,114.8,48.3,Head,Open Play,From Corner
1092995,0,113.4,46.4,Head,Open Play,From Free Kick
1092996,0,104.5,53.8,Left Foot,Open Play,From Throw In
1092997,0,116.2,35.5,Right Foot,Open Play,Regular Play
1092998,0,98.0,51.7,Right Foot,Open Play,Regular Play
1092999,0,112.9,40.4,Head,Open Play,From Free Kick
1093000,0,101.1,51.4,Left Foot,Open Play,Regular Play
1093001,0,97.5,43.8,Right Foot,Open Play,From Free Kick
1093002,0,96.5,41.8,Right Foot,Open Play,From Throw In
1093003,0,98.1,45.8,Right Foot,Open Play,From Free Kick
1093004,0,109.7,43.9,Right Foot,Open Play,From Free Kick
1093005,0,85.5,55.0,Right Foot,Open Play,Regular Play
1093006,0,111.7,43.7,Left Foot,Open Play,From Corner
1093007,0,98.0,32.5,Right Foot,Open Play,Regular Play
1093008,0,86.9,44.9,Right Foot,Open Play,Regular Play
1093009,0,90.5,46.1,Right Foot,Free Kick,From Free Kick
1093010,0,109.7,38.8,Head,Open Play,From Corner
1093011,0,108.5,35.3,Left Foot,Open Play,From Free Kick
1093012,0,105.8,56.6,Left Foot,Open Play,From Corner
1093013,0,99.4,30.3,Right Foot,Open Play,Regular Play
1093014,0,114.8,38.8,Other,Open Play,Regular Play
1093015,0,104.7,35.4,Head,Open Play,Regular Play
1093016,0,109.3,38.0,Right Foot,Open Play,Regular Play
1093017,0,113.7,34.1,Head,Open Play,From Corner
1093018,0,84.4,45.7,Right Foot,Open Play,From Corner
1093019,0,105.6,45.1,Right Foot,Open Play,Regular Play
1093020,0,111.3,35.9,Head,Open Play,From Corner
1093021,0,91.7,36.5,Right Foot,Open Play,From Throw In
1096751,0,113.0,31.4,Right Foot,Open Play,From Throw In
1096752,0,109.5,32.5,Head,Open Play,From Corner
1096753,0,93.6,33.7,Right Foot,Open Play,From Keeper
1096754,0,102.9,34.2,Right Foot,Open Play,From Counter
1096755,0,106.3,41.9,Right Foot,Open Play,From Counter
1096756,0,83.8,48.2,Right Foot,Free Kick,From Free Kick
1096757,0,111.7,49.9,Right Foot,Open Play,From Free Kick
1096758,0,98.6,35.1,Right Foot,Open Play,From Corner
1096759,0,113.3,35.1,Head,Open Play,From Free Kick
1096760,0,105.6,43.5,Right Foot,Open Play,Regular Play
1096761,0,111.5,43.8,Head,Open Play,Regular Play
1096762,0,82.5,40.0,Left Foot,Open Play,Regular Play
1096763,0,109.4,44.2,Right Foot,Open Play,From Counter
1096764,0,110.4,51.1,Right Foot,Open Play,Regular Play
1096765,0,94.7,53.1,Right Foot,Open Play,From Free Kick
1096766,0,94.7,56.6,Right Foot,Open Play,From Throw In
1096767,0,105.4,24.8,Right Foot,Open Play,Regular Play
1096768,0,102.6,49.5,Right Foot,Open Play,From Throw In
1096769,0,105.4,49.7,Right Foot,Open Play,Regular Play
1096770,1,116.3,42.9,Head,Open Play,From Free Kick
1096771,0,109.1,39.3,Head,Open Play,From Corner
1096772,0,109.0,32.3,Right Foot,Open Play,From Throw In
1096773,0,96.2,21.4,Left Foot,Open Play,From Throw In
1096774,0,99.7,25.6,Right Foot,Open Play,From Counter
1096775,0,86.3,29.2,Left Foot,Open Play,From Throw In
1096776,0,111.7,37.9,Head,Open Play,From Corner
1096777,0,104.6,24.4,Left Foot,Open Play,Regular Play
1096778,0,92.9,26.8,Right Foot,Free Kick,From Free Kick
1096779,0,105.8,35.4,Right Foot,Open Play,From Corner
1096780,0,108.4,33.0,Left Foot,Open Play,Regular Play
1096781,0,89.6,44.7,Left Foot,Free Kick,From Free Kick
1096782,0,85.6,52.0,Left Foot,Open Play,From Throw In
1099933,1,110.0,42.8,Head,Open Play,From Counter
1099934,0,94.9,59.0,Right Foot,Open Play,From Throw In
1099935,0,104.4,32.1,Left Foot,Open Play,From Counter
1099936,0,98.1,24.6,Right Foot,Open Play,Regular Play
1099937,0,115.9,46.5,Right Foot,Open Play,From Free Kick
1099938,0,103.7,28.3,Right Foot,Open Play,From Free Kick
1099939,0,95.9,44.9,Left Foot,Open Play,From Free Kick
1099940,0,94.4,33.8,Right Foot,Open Play,From Free Kick
1099941,0,101.9,47.5,Right Foot,Open Play,From Corner
1099942,0,108.5,44.3,Right Foot,Open Play,From Kick Off
1099943,0,90.0,25.0,Right Foot,Open Play,From Throw In
1099944,0,91.7,53.4,Left Foot,Open Play,From Free Kick
1099945,0,102.3,20.7,Right Foot,Open Play,Regular Play
1099946,0,95.4,44.3,Right Foot,Open Play,From Keeper
1099947,0,108.2,50.5,Right Foot,Open Play,From Throw In
1099948,0,102.4,27.0,Right Foot,Open Play,Regular Play
1099949,0,93.0,38.2,Right Foot,Open Play,Regular Play
1099950,0,83.4,29.8,Right Foot,Free Kick,From Free Kick
1099951,0,99.8,43.4,Right Foot,Open Play,From Free Kick
1099952,0,102.2,43.8,Right Foot,Open Play,Regular Play
1099953,0,99.8,51.9,Right Foot,Open Play,From Throw In
1099954,0,95.6,53.3,Left Foot,Free Kick,From Free Kick
1099955,0,102.2,24.7,Right Foot,Open Play,From Throw In
1103278,0,94.8,57.2,Right Foot,Open Play,From Throw In
1103279,0,116.7,33.3,Right Foot,Open Play,From Corner
1103280,0,89.0,23.1,Right Foot,Free Kick,From Free Kick
1103281,1,111.3,41.8,Head,Open Play,Regular Play
1103282,0,108.4,36.9,Head,Open Play,From Corner
1103283,0,103.4,37.3,Right Foot,Open Play,Regular Play
1103284,1,109.9,32.7,Right Foot,Open Play,From Counter
1103285,1,103.8,36.9,Right Foot,Open Play,From Kick Off
1103286,0,110.1,24.7,Right Foot,Open Play,Regular Play
1103287,0,105.7,21.1,Left Foot,Open Play,From Goal Kick
1103288,0,96.4,22.8,Left Foot,Open Play,From Throw In
1103289,0,98.6,23.4,Left Foot,Open Play,From Free Kick
1103290,1,105.7,50.2,Left Foot,Open Play,From Counter
1103291,0,91.1,31.5,Left Foot,Open Play,Regular Play
1103292,0,98.1,51.3,Right Foot,Open Play,Regular Play
1103293,0,106.2,36.6,Left Foot,Open Play,Regular Play
1103294,0,112.0,27.3,Left Foot,Open Play,Regular Play
1103295,0,96.4,23.8,Right Foot,Free Kick,From Free Kick
1103296,0,91.9,45.1,Right Foot,Open Play,From Throw In
1103297,0,93.6,31.3,Left Foot,Open Play,Regular Play
1103298,0,97.2,29.1,Left Foot,Open Play,Regular Play
1103299,0,100.2,39.1,Right Foot,Open Play,Regular Play
1106663,0,90.7,46.4,Left Foot,Open Play,From Corner
1106664,1,117.9,36.0,Head,Open Play,From Corner
1106665,0,81.6,50.0,Right Foot,Free Kick,From Free Kick
1106666,0,107.8,23.1,Left Foot,Open Play,From Corner
1106667,0,114.9,42.1,Head,Open Play,From Free Kick
1106668,0,114.0,52.8,Head,Open Play,From Corner
1106669,0,101.2,24.6,Left Foot,Open Play,From Corner
1106670,0,106.4,35.6,Right Foot,Open Play,From Corner
1106671,1,107.2,41.2,Head,Open Play,From Throw In
1106672,0,105.1,24.5,Right Foot,Open Play,From Keeper
1106673,0,109.8,34.7,Right Foot,Open Play,Regular Play
1106674,0,111.1,52.5,Right Foot,Open Play,Regular Play
1106675,0,104.0,27.5,Left Foot,Open Play,From Corner
1106676,0,110.0,33.1,Head,Open Play,From Free Kick
1106677,0,95.0,35.3,Left Foot,Open Play,From Throw In
1106678,0,80.3,72.8,Right Foot,Open Play,Regular Play
1106679,0,114.3,29.9,Right Foot,Open Play,Regular Play
1106680,0,92.5,52.0,Right Foot,Open Play,Regular Play
1106681,1,100.5,36.7,Right Foot,Open Play,From Corner
1106682,0,90.9,30.6,Left Foot,Free Kick,From Free Kick
1106683,0,96.9,27.2,Left Foot,Open Play,From Corner
1106684,0,109.4,37.2,Head,Open Play,From Free Kick
1106685,1,111.4,38.8,Right Foot,Open Play,Regular Play
1106686,0,99.4,51.0,Left Foot,Open Play,Regular Play
1106687,0,106.1,31.4,Right Foot,Open Play,Regular Play
1106688,0,97.5,38.2,Left Foot,Open Play,Regular Play
1106689,0,116.1,29.7,Right Foot,Open Play,From Counter
1110002,0,113.3,58.3,Right Foot,Open Play,From Throw In
1110003,0,112.3,38.5,Head,Open Play,From Corner
1110004,0,105.1,22.8,Right Foot,Open Play,From Corner
1110005,0,104.3,57.6,Right Foot,Open Play,From Throw In
1110006,0,112.7,52.4,Left Foot,Open Play,From Goal Kick
1110007,0,108.1,39.4,Right Foot,Open Play,From Free Kick
1110008,0,104.0,23.0,Right Foot,Open Play,From Throw In
1110009,0,111.9,43.0,Head,Open Play,From Free Kick
1110010,0,109.2,40.6,Right Foot,Open Play,Regular Play
1110011,0,89.2,44.4,Right Foot,Open Play,From Throw In
1110012,0,92.8,50.7,Left Foot,Free Kick,From Free Kick
1110013,0,106.9,52.8,Right Foot,Open Play,From Counter
1110014,0,113.4,52.8,Right Foot,Open Play,From Free Kick
1110015,0,115.2,37.2,Right Foot,Open Play,Regular Play
1110016,0,88.9,52.7,Right Foot,Open Play,From Corner
1110017,0,110.6,40.0,Right Foot,Open Play,From Corner
1110018,0,80.7,37.8,Left Foot,Open Play,From Goal Kick
1113570,0,93.4,26.9,Right Foot,Free Kick,From Free Kick
1113571,0,101.5,36.3,Right Foot,Open Play,Regular Play
1113572,0,113.7,29.5,Right Foot,Open Play,From Free Kick
1113573,0,108.9,36.3,Right Foot,Open Play,Regular Play
1113574,0,112.9,34.8,Left Foot,Open Play,From Goal Kick
1113575,0,99.7,32.0,Right Foot,Open Play,From Corner
1113577,0,109.4,55.2,Right Foot,Open Play,Regular Play
1113578,0,114.4,38.3,Right Foot,Open Play,Regular Play
1113579,1,116.6,38.4,Right Foot,Open Play,Regular Play
1113580,1,115.6,47.5,Right Foot,Open Play,From Throw In
1113581,0,98.4,19.0,Right Foot,Open Play,From Throw In
1113582,0,94.0,37.1,Right Foot,Open Play,Regular Play
1113583,0,97.0,52.5,Left Foot,Open Play,Regular Play
1113584,0,88.6,31.4,Right Foot,Open Play,Regular Play
1113585,0,97.7,47.7,Left Foot,Open Play,Regular Play
1113586,0,113.3,51.4,Right Foot,Open Play,From Throw In
1113587,0,97.1,19.8,Left Foot,Open Play,Regular Play
1113588,0,101.3,55.5,Right Foot,Open Play,Regular Play
1113589,1,105.9,39.0,Right Foot,Open Play,Regular Play
1113590,0,105.4,49.5,Left Foot,Open Play,Regular Play
1113591,0,108.6,27.2,Right Foot,Open Play,Regular Play
1113592,0,117.3,28.5,Right Foot,Open Play,From Free Kick
1113593,0,104.2,56.5,Right Foot,Open Play,From Counter
1113594,0,93.2,47.7,Right Foot,Open Play,From Corner
1113595,0,97.4,47.0,Right Foot,Open Play,Regular Play
1113596,0,110.1,32.5,Left Foot,Open Play,From Free Kick
1113597,1,106.9,32.1,Left Foot,Open Play,Regular Play
1113598,0,105.1,52.4,Left Foot,Open Play,Regular Play
1113599,0,106.5,32.6,Left Foot,Open Play,Regular Play
1113600,0,102.4,28.2,Right Foot,Open Play,From Throw In
1113601,0,109.4,47.3,Head,Open Play,From Corner
1113602,0,95.9,46.6,Right Foot,Open Play,From Free Kick
1113603,0,98.9,47.4,Right Foot,Free Kick,From Free Kick
1113604,0,98.2,54.5,Right Foot,Open Play,From Free Kick
1117458,0,98.4,48.4,Left Foot,Open Play,Regular Play
1117459,0,92.2,41.5,Left Foot,Open Play,From Corner
1117460,0,109.8,52.8,Right Foot,Open Play,From Corner
1117461,0,102.5,41.6,Right Foot,Open Play,From Throw In
1117462,0,95.1,37.5,Right Foot,Open Play,Regular Play
1117463,0,93.6,44.1,Right Foot,Open Play,Regular Play
1117464,0,100.3,27.4,Left Foot,Open Play,Regular Play
1117465,0,104.7,44.4,Left Foot,Open Play,Regular Play
1117466,0,107.3,42.1,Left Foot,Open Play,From Free Kick
1117467,0,114.1,62.5,Left Foot,Free Kick,From Free Kick
1117468,0,110.5,30.7,Head,Open Play,Regular Play
1117469,0,105.8,41.6,Left Foot,Open Play,From Free Kick
1117470,0,90.9,45.0,Right Foot,Open Play,From Keeper
1117471,0,107.5,33.3,Left Foot,Open Play,From Goal Kick
1117472,0,110.5,46.8,Head,Open Play,From Throw In
1117473,0,114.1,49.6,Head,Open Play,From Throw In
1117474,0,111.0,39.8,Left Foot,Open Play,From Free Kick
1117475,0,96.1,40.6,Left Foot,Open Play,From Throw In
1117476,0,96.5,23.5,Right Foot,Open Play,From Free Kick
1117477,0,103.6,27.8,Left Foot,Open Play,From Throw In
1117478,0,112.1,38.3,Head,Open Play,From Throw In
1117479,0,117.9,30.4,Right Foot,Open Play,From Throw In
1117480,0,99.0,28.2,Right Foot,Open Play,From Throw In
1117481,0,108.7,59.0,Right Foot,Open Play,Regular Play
1117482,0,108.9,45.2,Head,Open Play,From Corner
1117483,0,116.8,46.4,Right Foot,Open Play,From Corner
1117484,0,109.6,32.4,Left Foot,Open Play,Regular Play
1117485,0,104.6,28.4,Right Foot,Open Play,From Corner
1117486,0,99.0,31.9,Right Foot,Open Play,From Corner
1117487,0,101.2,43.0,Left Foot,Open Play,Regular Play
1117488,1,114.9,41.7,Head,Open Play,Regular Play
1117489,0,108.9,52.1,Right Foot,Open Play,Regular Play
1120570,0,113.4,32.8,Head,Open Play,From Free Kick
1120571,0,95.6,40.4,Right Foot,Open Play,Regular Play
1120572,0,110.0,50.7,Head,Open Play,From Throw In
1120573,0,107.7,27.6,Right Foot,Open Play,From Keeper
1120574,0,117.3,54.7,Right Foot,Open Play,From Throw In
1120575,0,108.5,36.7,Head,Open Play,From Corner
1120576,0,110.2,41.1,Head,Open Play,Regular Play
1120577,0,103.7,52.3,Right Foot,Open Play,Regular Play
1120578,0,111.6,43.3,Head,Open Play,From Throw In
1120579,0,100.3,21.2,Right Foot,Open Play,Regular Play
1120580,0,99.6,50.1,Left Foot,Open Play,From Free Kick
1120581,0,110.7,17.4,Right Foot,Free Kick,From Free Kick
1120582,1,114.2,32.0,Head,Open Play,Regular Play
1120583,0,110.1,43.4,Right Foot,Open Play,From Kick Off
1120584,0,99.4,26.0,Right Foot,Open Play,Regular Play
1120585,0,101.6,61.9,Left Foot,Open Play,From Throw In
1120586,0,103.1,25.1,Right Foot,Open Play,Regular Play
1120587,0,103.6,55.7,Right Foot,Open Play,Regular Play
1120588,0,94.1,31.3,Left Foot,Open Play,From Throw In
1120589,0,103.2,37.5,Left Foot,Open Play,From Corner
1120590,0,116.7,29.9,Left Foot,Open Play,Regular Play
1120591,0,108.1,29.8,Right Foot,Open Play,From Throw In
1120592,0,109.1,40.9,Head,Open Play,From Throw In
1120593,0,99.8,35.5,Right Foot,Open Play,From Throw In
1124057,0,108.9,53.5,Right Foot,Open Play,Regular Play
1124058,0,104.8,27.1,Left Foot,Open Play,From Free Kick
1124059,1,112.5,28.9,Right Foot,Open Play,From Throw In
1124061,1,114.7,43.3,Left Foot,Open Play,From Throw In
1124062,0,96.4,29.7,Left Foot,Open Play,Regular Play
1124063,1,116.3,42.7,Right Foot,Open Play,From Throw In
1124064,0,111.3,37.8,Head,Open Play,From Free Kick
1124065,0,93.8,55.1,Right Foot,Open Play,From Goal Kick
1124066,0,98.9,37.7,Left Foot,Open Play,Regular Play
1124067,0,105.7,55.4,Right Foot,Open Play,From Throw In
1124068,0,98.6,50.0,Right Foot,Open Play,From Free Kick
1124069,0,105.2,52.5,Right Foot,Open Play,Regular Play
1124070,0,102.9,22.6,Left Foot,Open Play,Regular Play
1124071,0,105.0,49.8,Left Foot,Open Play,From Free Kick
1124072,0,104.4,32.4,Left Foot,Open Play,Regular Play
1124073,0,111.3,53.2,Right Foot,Open Play,Regular Play
1124074,0,95.6,52.5,Right Foot,Open Play,From Corner
1124075,0,98.0,36.3,Left Foot,Open Play,Regular Play
1124076,1,114.2,38.3,Right Foot,Open Play,Regular Play
1124077,0,112.7,43.4,Head,Open Play,From Corner
1124078,0,102.1,23.6,Left Foot,Open Play,From Corner
1124079,0,117.9,52.5,Right Foot,Open Play,From Free Kick
1124080,0,114.9,44.2,Head,Open Play,From Throw In
1124081,0,116.8,37.9,Right Foot,Open Play,From Throw In
1124082,1,107.6,40.2,Right Foot,Open Play,Regular Play
1124083,0,106.0,34.4,Left Foot,Open Play,From Free Kick
1124084,0,88.0,50.8,Right Foot,Open Play,From Corner
1124085,0,104.3,51.7,Left Foot,Open Play,From Free Kick
1124086,0,102.7,39.0,Left Foot,Open Play,From Free Kick
1127359,0,114.2,37.0,Head,Open Play,Regular Play
1127360,1,92.6,38.6,Right Foot,Open Play,Regular Play
1127361,0,91.6,53.5,Left Foot,Open Play,From Throw In
1127362,0,114.1,45.2,Right Foot,Open Play,From Goal Kick
1127363,0,105.0,32.0,Right Foot,Open Play,Regular Play
1127364,0,115.9,28.3,Left Foot,Open Play,Regular Play
1127365,0,90.8,64.1,Left Foot,Open Play,Regular Play
1127366,0,112.7,45.4,Head,Open Play,From Throw In
1127367,0,115.8,28.5,Right Foot,Open Play,Regular Play
1127368,1,120.0,42.0,Head,Open Play,Regular Play
1127369,0,97.6,55.4,Left Foot,Open Play,From Free Kick
1127370,0,92.8,40.2,Left Foot,Open Play,From Keeper
1127371,0,89.7,31.1,Right Foot,Open Play,Regular Play
1127372,0,92.8,51.7,Right Foot,Open Play,From Corner
1127373,0,96.0,39.4,Right Foot,Open Play,Regular Play
1127374,0,113.2,42.3,Head,Open Play,From Free Kick
1127375,0,119.2,32.7,Head,Open Play,Regular Play
1127376,0,97.7,27.7,Left Foot,Open Play,Regular Play
1127377,0,114.6,44.9,Head,Open Play,From Corner
1127378,0,100.9,59.1,Right Foot,Open Play,From Throw In
1127379,0,94.6,49.2,Right Foot,Open Play,Regular Play
1127380,0,100.9,30.8,Right Foot,Open Play,From Throw In
1130754,0,108.5,24.8,Right Foot,Open Play,From Throw In
1130755,0,109.7,43.7,Head,Open Play,From Corner
1130756,0,104.9,52.6,Left Foot,Open Play,From Free Kick
1130758,0,112.3,42.1,Head,Open Play,From Corner
1130759,0,98.2,57.5,Right Foot,Open Play,From Free Kick
1130760,0,109.7,42.2,Left Foot,Open Play,From Corner
1130761,0,96.9,42.0,Left Foot,Open Play,From Corner
1130762,0,104.2,30.8,Left Foot,Open Play,Regular Play
1130763,1,117.4,48.0,Head,Open Play,From Corner
1130764,0,112.8,33.9,Head,Open Play,From Corner
1130765,0,96.6,27.8,Left Foot,Open Play,Regular Play
1130766,0,94.7,28.8,Right Foot,Open Play,From Throw In
1130767,0,102.7,41.2,Right Foot,Open Play,From Free Kick
1130768,0,96.3,41.9,Left Foot,Free Kick,From Free Kick
1130769,0,92.9,42.1,Right Foot,Open Play,Regular Play
1130770,0,112.5,19.3,Right Foot,Open Play,Regular Play
1130771,0,111.7,56.7,Right Foot,Open Play,From Throw In
1133496,0,99.8,56.2,Left Foot,Open Play,Regular Play
1133497,0,90.3,7.1,Right Foot,Free Kick,From Free Kick
1133498,0,92.5,43.0,Left Foot,Open Play,From Free Kick
1133499,0,114.5,49.8,Left Foot,Open Play,From Throw In
1133501,1,106.4,55.7,Right Foot,Open Play,Regular Play
1133502,0,90.7,52.1,Right Foot,Free Kick,From Free Kick
1133503,0,103.8,57.2,Left Foot,Open Play,From Throw In
1133504,0,90.1,42.9,Left Foot,Open Play,Regular Play
1133505,0,98.3,67.6,Left Foot,Open Play,From Corner
1133506,0,102.3,46.2,Right Foot,Open Play,Regular Play
1133507,0,98.1,36.0,Right Foot,Open Play,From Free Kick
1133508,0,101.8,34.6,Left Foot,Open Play,From Free Kick
1133509,0,97.1,48.3,Left Foot,Open Play,From Throw In
1133510,0,99.9,57.5,Right Foot,Open Play,From Throw In
1133511,0,104.8,39.8,Left Foot,Open Play,Regular Play
1133512,0,110.0,39.4,Head,Open Play,From Corner
1133513,0,93.3,45.3,Right Foot,Open Play,Regular Play
1133514,0,109.4,37.8,Left Foot,Open Play,Regular Play
1133515,0,103.7,52.6,Right Foot,Open Play,From Throw In
1133516,1,102.3,30.4,Right Foot,Open Play,From Free Kick
1133517,0,95.1,26.3,Right Foot,Open Play,From Free Kick
1133518,0,85.8,41.8,Right Foot,Free Kick,From Free Kick
1133519,0,91.9,41.0,Left Foot,Open Play,From Free Kick
1136536,0,109.6,52.6,Head,Open Play,From Goal Kick
1136537,0,107.9,31.2,Right Foot,Open Play,Regular Play
1136538,0,111.2,39.9,Head,Open Play,From Free Kick
1136539,0,107.1,49.7,Right Foot,Open Play,From Corner
1136540,0,114.9,30.5,Left Foot,Open Play,From Corner
