,is_goal,x,y,shot_body_part,shot_type,play_pattern
388290,0,104.2,50.5,Right Foot,Open Play,From Throw In
388291,0,111.2,37.9,Head,Open Play,From Corner
388292,0,106.8,40.5,Right Foot,Open Play,Regular Play
388293,0,84.8,31.6,Left Foot,Open Play,Regular Play
388294,0,95.8,29.0,Left Foot,Open Play,Regular Play
388295,0,96.7,51.8,Right Foot,Open Play,From Throw In
388296,0,105.6,26.3,Right Foot,Open Play,Regular Play
388297,0,106.6,60.4,Left Foot,Open Play,From Throw In
388298,0,114.1,52.8,Right Foot,Open Play,Regular Play
388299,0,93.6,49.8,Left Foot,Open Play,From Throw In
388300,0,88.5,35.5,Right Foot,Open Play,From Throw In
388301,1,110.2,40.4,Head,Open Play,From Keeper
388302,0,106.5,39.9,Head,Open Play,From Free Kick
388303,1,112.1,28.9,Right Foot,Open Play,From Counter
388304,1,114.0,50.2,Right Foot,Open Play,Regular Play
392721,0,87.8,51.4,Left Foot,Open Play,From Throw In
392722,1,107.6,43.2,Right Foot,Open Play,Regular Play
392723,0,88.8,39.2,Left Foot,Open Play,From Kick Off
392724,0,109.7,54.2,Right Foot,Open Play,From Throw In
392725,0,93.9,27.2,Left Foot,Open Play,Regular Play
392726,0,108.9,39.0,Head,Open Play,From Free Kick
392727,0,111.9,37.8,Head,Open Play,From Goal Kick
392728,0,113.0,59.6,Right Foot,Open Play,From Throw In
392729,0,110.8,53.1,Right Foot,Open Play,From Counter
392730,0,115.7,49.0,Right Foot,Open Play,From Free Kick
392731,0,89.9,44.4,Left Foot,Open Play,From Free Kick
392732,0,109.0,27.2,Left Foot,Open Play,From Free Kick
392733,0,111.9,35.2,Head,Open Play,Regular Play
392734,0,112.3,48.8,Right Foot,Open Play,From Throw In
392735,0,108.7,26.4,Right Foot,Open Play,Regular Play
395761,0,88.1,33.8,Right Foot,Open Play,From Corner
395762,0,111.0,38.0,Head,Open Play,From Throw In
395763,0,104.2,44.9,Left Foot,Open Play,From Throw In
395764,0,109.1,44.0,Head,Open Play,From Corner
395766,0,105.0,49.5,Right Foot,Open Play,Regular Play
395767,0,109.6,25.1,Left Foot,Open Play,From Throw In
395768,0,96.7,32.5,Right Foot,Open Play,From Free Kick
395769,0,119.0,55.3,Head,Open Play,From Free Kick
395770,0,116.3,39.1,Head,Open Play,From Corner
395771,0,110.3,23.7,Left Foot,Open Play,Regular Play
395772,1,92.3,52.6,Right Foot,Open Play,From Free Kick
395773,0,89.0,38.5,Left Foot,Open Play,Regular Play
395774,0,86.6,44.0,Right Foot,Open Play,Regular Play
395775,0,94.7,25.4,Right Foot,Open Play,From Goal Kick
395776,0,110.4,43.4,Head,Open Play,Regular Play
395777,0,97.5,35.5,Left Foot,Open Play,From Throw In
395778,0,108.4,23.0,Left Foot,Open Play,From Counter
395779,1,107.9,52.2,Right Foot,Open Play,From Counter
395780,0,106.6,53.0,Left Foot,Open Play,From Corner
395781,0,95.1,17.5,Right Foot,Open Play,From Free Kick
395782,0,99.3,53.1,Left Foot,Open Play,Regular Play
395783,0,113.6,39.9,Head,Open Play,From Corner
395784,1,113.5,43.0,Head,Open Play,From Corner
398590,0,109.1,56.0,Right Foot,Open Play,Regular Play
398591,0,113.4,38.2,Head,Open Play,From Corner
398592,0,88.8,30.2,Left Foot,Open Play,Regular Play
398593,0,93.1,42.7,Left Foot,Free Kick,From Free Kick
398594,0,99.5,31.4,Right Foot,Open Play,Regular Play
398595,0,100.3,46.9,Right Foot,Open Play,Regular Play
398596,0,108.7,56.1,Left Foot,Open Play,From Throw In
398597,0,86.0,22.1,Right Foot,Open Play,Regular Play
398598,0,90.6,40.6,Right Foot,Open Play,Regular Play
398599,0,118.8,28.4,Left Foot,Open Play,From Goal Kick
398600,0,108.1,29.1,Right Foot,Open Play,From Goal Kick
398601,1,107.8,43.6,Right Foot,Open Play,Regular Play
398602,0,115.3,40.5,Head,Open Play,From Corner
398603,0,91.2,45.6,Right Foot,Open Play,From Throw In
398604,0,103.2,27.6,Right Foot,Open Play,From Corner
398605,0,101.4,50.5,Left Foot,Open Play,From Corner
398606,0,93.5,35.1,Right Foot,Open Play,Regular Play
398607,0,99.2,52.6,Right Foot,Open Play,From Corner
398608,0,98.3,35.1,Left Foot,Open Play,From Corner
398609,0,112.8,39.0,Head,Open Play,From Corner
398610,0,110.2,48.8,Right Foot,Open Play,From Corner
398611,0,104.9,54.4,Right Foot,Open Play,From Goal Kick
398612,0,109.8,34.7,Left Foot,Open Play,From Throw In
398613,0,86.9,35.5,Right Foot,Open Play,From Throw In
398614,0,102.0,49.9,Left Foot,Open Play,From Goal Kick
398615,0,113.2,40.1,Head,Open Play,From Corner
398616,0,102.8,40.2,Head,Open Play,From Free Kick
398617,0,100.0,34.3,Right Foot,Open Play,From Free Kick
398618,0,91.3,36.9,Left Foot,Open Play,From Corner
398619,1,90.5,51.1,Right Foot,Open Play,From Free Kick
398620,0,109.8,21.2,Right Foot,Open Play,From Free Kick
398621,0,109.4,25.6,Right Foot,Open Play,From Goal Kick
398622,0,114.2,51.3,Right Foot,Open Play,Regular Play
398623,0,110.2,34.2,Head,Open Play,From Corner
398624,0,91.8,33.3,Left Foot,Open Play,Regular Play
398625,0,107.0,40.5,Left Foot,Open Play,Regular Play
398626,1,94.0,41.0,Left Foot,Open Play,Regular Play
398627,0,102.6,44.3,Right Foot,Open Play,From Kick Off
398628,0,96.2,49.3,Right Foot,Free Kick,From Free Kick
398629,0,99.9,29.8,Right Foot,Open Play,From Throw In
398630,0,99.9,55.4,Left Foot,Open Play,Regular Play
398631,0,107.2,29.3,Right Foot,Open Play,Regular Play
402195,1,109.5,38.6,Head,Open Play,Regular Play
402196,0,103.4,53.0,Right Foot,Open Play,Regular Play
402197,0,85.5,38.3,Right Foot,Free Kick,From Free Kick
402198,0,106.0,45.3,Left Foot,Open Play,From Corner
402199,0,98.6,15.7,Right Foot,Open Play,Regular Play
402200,0,97.7,37.7,Right Foot,Open Play,Regular Play
402201,0,95.5,55.1,Left Foot,Open Play,From Free Kick
402202,0,109.7,53.9,Right Foot,Open Play,Regular Play
402203,0,112.4,37.8,Head,Open Play,From Corner
402204,0,104.7,31.9,Left Foot,Open Play,From Free Kick
402205,0,111.9,28.1,Right Foot,Open Play,From Throw In
402206,1,107.6,62.4,Left Foot,Free Kick,From Free Kick
402207,1,114.8,39.9,Head,Open Play,Regular Play
402208,0,101.5,28.6,Left Foot,Open Play,From Throw In
402209,1,112.8,40.8,Left Foot,Open Play,From Throw In
402210,0,94.3,35.9,Right Foot,Open Play,From Corner
402211,0,95.5,62.0,Right Foot,Open Play,Regular Play
402212,0,111.1,31.0,Left Foot,Open Play,From Corner
402213,0,98.7,31.4,Right Foot,Open Play,From Counter
402214,0,88.2,41.9,Right Foot,Open Play,Regular Play
402216,0,112.6,23.7,Right Foot,Open Play,Regular Play
402217,0,92.4,37.5,Right Foot,Open Play,From Free Kick
402218,0,97.9,47.5,Left Foot,Open Play,From Corner
402219,0,111.1,31.1,Right Foot,Open Play,From Corner
402220,0,100.0,32.9,Right Foot,Free Kick,From Free Kick
402221,0,112.3,41.1,Head,Open Play,From Free Kick
402222,1,86.5,37.1,Left Foot,Open Play,From Throw In
406192,1,113.8,45.5,Right Foot,Open Play,Regular Play
406193,0,104.2,49.7,Left Foot,Open Play,From Throw In
406194,0,100.8,35.1,Right Foot,Open Play,Regular Play
406195,0,103.8,20.5,Right Foot,Open Play,Regular Play
406196,0,97.9,55.1,Left Foot,Open Play,From Free Kick
406197,0,110.5,25.9,Left Foot,Open Play,Regular Play
406198,0,105.1,26.2,Left Foot,Open Play,From Free Kick
406199,0,84.3,36.6,Right Foot,Free Kick,From Free Kick
406200,0,97.3,30.3,Right Foot,Open Play,From Corner
406201,0,110.8,55.6,Right Foot,Open Play,Regular Play
406202,0,91.8,53.8,Left Foot,Open Play,From Throw In
406203,0,106.3,42.6,Right Foot,Open Play,From Free Kick
406204,0,91.5,49.0,Right Foot,Open Play,From Free Kick
406205,0,77.0,53.0,Right Foot,Open Play,From Corner
406206,0,101.9,36.8,Head,Open Play,From Free Kick
406207,0,87.2,54.7,Left Foot,Open Play,From Free Kick
406208,0,96.5,36.4,Right Foot,Open Play,From Free Kick
406209,0,95.9,34.3,Right Foot,Open Play,Regular Play
408876,0,102.7,23.7,Right Foot,Open Play,From Free Kick
408877,0,113.0,38.9,Right Foot,Open Play,Regular Play
408878,0,118.3,45.0,Head,Open Play,Regular Play
408879,0,91.0,41.3,Right Foot,Free Kick,From Free Kick
408880,0,116.5,35.1,Right Foot,Open Play,From Corner
408881,0,92.8,22.3,Right Foot,Free Kick,From Free Kick
408882,0,111.1,36.4,Head,Open Play,From Free Kick
408883,0,104.9,52.1,Right Foot,Open Play,Regular Play
408884,0,118.0,47.2,Head,Open Play,From Corner
408885,0,103.5,25.7,Right Foot,Open Play,From Goal Kick
408886,0,112.1,22.7,Left Foot,Open Play,From Free Kick
408887,0,94.9,32.9,Left Foot,Open Play,Regular Play
408888,0,108.5,29.3,Right Foot,Open Play,Regular Play
408889,0,96.1,27.0,Left Foot,Open Play,Regular Play
408890,0,105.8,25.8,Left Foot,Open Play,From Free Kick
408891,0,97.2,43.8,Left Foot,Open Play,Regular Play
408892,0,112.8,30.6,Left Foot,Open Play,Regular Play
408893,0,108.4,44.6,Right Foot,Open Play,From Throw In
408894,1,116.7,39.9,Head,Open Play,From Corner
408895,0,113.5,37.5,Right Foot,Open Play,From Corner
408896,0,117.2,37.5,Left Foot,Open Play,From Corner
408897,0,113.4,22.9,Right Foot,Open Play,From Corner
408898,0,91.1,24.6,Left Foot,Open Play,From Corner
408899,0,113.6,32.8,Head,Open Play,From Free Kick
408900,0,112.6,33.8,Head,Open Play,From Corner
408901,0,101.6,29.7,Right Foot,Open Play,Regular Play
408902,0,111.6,43.9,Head,Open Play,From Corner
408903,1,108.6,41.4,Right Foot,Open Play,From Corner
408904,0,95.5,58.9,Left Foot,Open Play,From Throw In
408905,0,114.7,39.5,Head,Open Play,From Corner
408906,1,113.2,39.8,Head,Open Play,From Goal Kick
408907,0,86.5,45.4,Right Foot,Open Play,From Free Kick
408908,0,107.7,46.1,Left Foot,Open Play,Regular Play
408909,0,111.7,45.3,Right Foot,Open Play,From Corner
408910,0,113.1,36.7,Left Foot,Open Play,From Corner
408911,0,90.7,51.6,Right Foot,Open Play,Regular Play
408912,0,109.4,31.8,Left Foot,Open Play,Regular Play
408913,0,88.1,48.7,Right Foot,Open Play,From Corner
412357,0,94.7,44.0,Right Foot,Open Play,Regular Play
412358,0,111.0,35.4,Head,Open Play,From Corner
412359,1,117.4,46.3,Head,Open Play,From Corner
412360,1,111.6,36.6,Head,Open Play,From Throw In
412361,0,97.1,23.4,Right Foot,Open Play,Regular Play
412362,0,106.4,56.2,Left Foot,Open Play,Regular Play
412363,0,106.2,33.5,Right Foot,Open Play,From Corner
412364,0,112.0,56.8,Right Foot,Open Play,From Corner
412365,0,103.3,46.6,Right Foot,Open Play,Regular Play
412366,0,91.6,40.2,Left Foot,Open Play,Regular Play
412367,0,107.6,33.9,Left Foot,Open Play,From Throw In
412368,1,99.6,51.3,Left Foot,Open Play,From Free Kick
412369,0,114.6,26.6,Left Foot,Open Play,From Throw In
412370,0,116.0,34.3,Head,Open Play,From Corner
412371,0,99.0,27.5,Right Foot,Open Play,From Throw In
412372,0,114.3,36.6,Left Foot,Open Play,From Throw In
412373,1,115.9,47.3,Right Foot,Open Play,From Throw In
412374,0,109.9,31.8,Head,Open Play,Regular Play
412375,0,105.0,26.7,Right Foot,Open Play,From Throw In
412376,0,103.4,36.0,Right Foot,Open Play,From Corner
412377,0,107.9,51.3,Left Foot,Open Play,Regular Play
412378,0,105.8,28.7,Right Foot,Open Play,From Throw In
412379,0,97.9,45.2,Right Foot,Open Play,Regular Play
412380,0,112.7,50.1,Left Foot,Open Play,Regular Play
412381,0,105.2,44.8,Left Foot,Open Play,Regular Play
412382,0,95.2,41.8,Left Foot,Open Play,From Free Kick
412383,0,113.1,32.8,Head,Open Play,From Corner
412384,0,112.3,31.5,Head,Open Play,From Free Kick
412385,0,98.7,32.8,Right Foot,Open Play,From Counter
412386,0,112.2,34.4,Head,Open Play,From Corner
415728,1,98.7,50.7,Right Foot,Open Play,From Throw In
415729,1,99.8,54.0,Left Foot,Open Play,From Counter
415730,0,100.0,38.1,Right Foot,Open Play,From Free Kick
415731,0,108.6,22.7,Left Foot,Open Play,From Throw In
415732,0,105.7,47.3,Right Foot,Open Play,From Counter
415733,0,109.8,44.8,Right Foot,Open Play,From Counter
415734,1,108.6,39.3,Left Foot,Open Play,From Free Kick
415735,1,113.6,42.1,Head,Open Play,From Corner
415736,0,93.6,37.0,Left Foot,Open Play,From Corner
415737,0,105.5,24.9,Right Foot,Open Play,From Free Kick
415738,0,97.4,36.3,Left Foot,Open Play,Regular Play
415739,0,110.6,42.1,Head,Open Play,Regular Play
415740,0,93.1,39.5,Right Foot,Open Play,Regular Play
415741,0,116.0,28.5,Right Foot,Open Play,Regular Play
415742,0,113.3,46.1,Head,Open Play,From Corner
415743,0,103.3,31.5,Right Foot,Open Play,Regular Play
415744,1,114.0,45.6,Right Foot,Open Play,Regular Play
419442,0,98.6,37.9,Right Foot,Open Play,From Corner
419443,0,89.1,35.8,Left Foot,Open Play,Regular Play
419444,0,102.6,20.1,Right Foot,Open Play,From Corner
419445,0,105.7,25.1,Left Foot,Open Play,Regular Play
419446,0,112.0,38.2,Head,Open Play,Regular Play
419447,0,113.6,34.9,Head,Open Play,From Corner
419448,0,95.0,47.7,Right Foot,Open Play,From Free Kick
419449,0,96.3,19.7,Right Foot,Open Play,Regular Play
419450,0,95.7,43.2,Right Foot,Open Play,From Throw In
419451,0,77.9,50.4,Left Foot,Open Play,From Throw In
419452,0,92.8,39.4,Right Foot,Free Kick,From Free Kick
419453,0,93.7,38.3,Right Foot,Open Play,Regular Play
419454,0,116.8,26.7,Right Foot,Open Play,From Throw In
419455,1,105.9,42.1,Right Foot,Open Play,From Counter
419456,0,102.8,42.0,Left Foot,Open Play,Regular Play
419457,0,100.7,50.7,Right Foot,Open Play,Regular Play
419458,0,117.0,50.0,Right Foot,Open Play,From Throw In
419459,0,90.5,43.5,Left Foot,Open Play,From Goal Kick
419460,0,94.1,30.6,Right Foot,Open Play,Regular Play
419461,0,104.9,47.1,Right Foot,Open Play,From Keeper
422446,0,103.6,37.2,Left Foot,Open Play,Regular Play
422447,0,92.0,40.1,Left Foot,Open Play,From Free Kick
422448,0,84.0,42.9,Left Foot,Free Kick,From Free Kick
422449,0,94.0,60.9,Right Foot,Open Play,From Goal Kick
422450,0,112.1,43.1,Head,Open Play,From Corner
422451,0,107.4,45.6,Right Foot,Open Play,From Corner
422452,0,106.1,52.0,Left Foot,Open Play,From Throw In
422453,0,112.2,52.6,Right Foot,Open Play,From Throw In
422454,0,107.2,56.2,Left Foot,Open Play,From Throw In
422455,0,101.0,44.1,Right Foot,Open Play,From Corner
422456,0,105.6,52.6,Left Foot,Open Play,From Counter
422457,0,91.6,56.6,Left Foot,Open Play,From Throw In
422458,0,107.2,40.2,Left Foot,Open Play,From Corner
422459,0,111.3,56.1,Right Foot,Open Play,From Corner
422460,0,114.1,53.0,Left Foot,Open Play,From Corner
422461,0,104.0,48.8,Left Foot,Open Play,From Corner
422462,0,95.6,20.5,Left Foot,Open Play,From Counter
422463,0,91.7,26.8,Right Foot,Open Play,Regular Play
422464,0,104.7,27.8,Right Foot,Open Play,From Free Kick
422465,0,115.6,50.3,Right Foot,Open Play,From Keeper
422466,0,95.9,65.5,Left Foot,Open Play,From Goal Kick
422467,0,101.2,49.4,Right Foot,Open Play,From Goal Kick
422468,0,114.1,23.4,Left Foot,Open Play,From Throw In
422469,0,100.1,31.5,Left Foot,Open Play,Regular Play
425677,0,104.6,46.1,Right Foot,Open Play,Regular Play
425678,0,109.7,53.7,Head,Open Play,From Free Kick
425679,0,95.6,42.1,Right Foot,Open Play,From Free Kick
425680,0,113.4,40.6,Head,Open Play,From Corner
425681,0,108.5,42.9,Left Foot,Open Play,From Throw In
425682,0,92.4,48.5,Right Foot,Open Play,From Goal Kick
425683,0,100.0,22.3,Right Foot,Open Play,From Throw In
425684,0,87.3,44.1,Right Foot,Open Play,Regular Play
425685,0,99.4,42.8,Right Foot,Open Play,From Throw In
425686,0,94.1,35.5,Right Foot,Open Play,From Keeper
425687,0,103.2,45.5,Left Foot,Open Play,From Counter
425688,0,103.6,44.7,Right Foot,Open Play,From Throw In
425689,1,98.1,46.9,Left Foot,Free Kick,From Free Kick
425690,0,102.1,27.7,Right Foot,Open Play,Regular Play
425691,0,95.9,38.8,Right Foot,Open Play,Regular Play
425692,0,109.0,35.5,Head,Open Play,From Free Kick
425693,0,118.1,42.1,Head,Open Play,From Free Kick
428829,0,98.1,38.7,Left Foot,Open Play,Regular Play
428830,0,91.5,28.6,Right Foot,Open Play,Regular Play
428831,0,108.1,50.5,Head,Open Play,From Free Kick
428832,0,111.1,46.8,Left Foot,Open Play,From Free Kick
428833,0,102.4,26.4,Right Foot,Open Play,From Counter
428834,1,106.8,39.5,Right Foot,Open Play,From Throw In
428835,0,97.2,31.3,Left Foot,Open Play,From Free Kick
428836,0,91.5,23.3,Left Foot,Open Play,From Corner
428837,1,113.3,35.7,Left Foot,Open Play,Regular Play
428838,0,106.4,47.8,Right Foot,Open Play,From Throw In
428839,1,109.3,53.1,Right Foot,Open Play,From Counter
428840,0,88.8,27.3,Left Foot,Open Play,Regular Play
428841,0,107.4,33.5,Right Foot,Open Play,From Throw In
428842,0,97.2,32.2,Left Foot,Open Play,From Free Kick
428843,0,97.0,37.9,Right Foot,Open Play,From Free Kick
428844,0,113.8,48.9,Left Foot,Open Play,From Throw In
428845,0,85.5,28.5,Left Foot,Open Play,Regular Play
428847,0,105.4,55.1,Right Foot,Open Play,From Throw In
431775,0,82.3,17.6,Right Foot,Open Play,From Corner
431776,0,102.0,30.5,Right Foot,Open Play,From Corner
431777,0,102.8,61.9,Left Foot,Open Play,From Throw In
431778,0,96.7,32.8,Left Foot,Open Play,Regular Play
431779,0,114.1,17.3,Right Foot,Free Kick,From Free Kick
431780,0,105.5,42.9,Left Foot,Open Play,Regular Play
431781,0,108.0,33.6,Right Foot,Open Play,From Throw In
431782,0,99.4,26.2,Right Foot,Open Play,Regular Play
431783,0,99.8,47.6,Left Foot,Open Play,Regular Play
431784,0,107.2,41.8,Right Foot,Open Play,From Corner
431785,0,99.7,23.1,Right Foot,Open Play,Regular Play
431786,0,111.7,24.5,Left Foot,Open Play,From Free Kick
431787,1,108.9,49.0,Right Foot,Open Play,Regular Play
431788,1,110.7,38.8,Right Foot,Open Play,From Throw In
431789,0,107.9,30.9,Left Foot,Open Play,Regular Play
431790,0,104.3,13.9,Right Foot,Free Kick,From Free Kick
431791,0,107.8,31.7,Left Foot,Open Play,From Throw In
431792,0,114.1,31.8,Left Foot,Open Play,From Throw In
431793,0,102.2,36.0,Left Foot,Open Play,From Throw In
431794,0,108.8,46.4,Left Foot,Open Play,From Throw In
431795,0,100.2,43.9,Left Foot,Open Play,From Throw In
434894,0,86.9,41.2,Left Foot,Open Play,Regular Play
434895,0,108.5,33.0,Left Foot,Open Play,From Corner
434896,0,103.9,19.7,Left Foot,Open Play,From Free Kick
434897,0,109.8,41.2,Head,Open Play,From Free Kick
434898,0,105.1,27.4,Left Foot,Open Play,From Throw In
434899,0,111.0,43.7,Head,Open Play,From Corner
434900,0,105.7,40.5,Head,Open Play,From Goal Kick
434901,0,113.7,28.3,Left Foot,Open Play,Regular Play
434902,0,104.2,36.2,Left Foot,Open Play,From Free Kick
434903,0,116.0,48.0,Head,Open Play,From Corner
434904,0,96.0,51.8,Right Foot,Open Play,From Throw In
434905,0,105.5,37.9,Right Foot,Open Play,Regular Play
434906,0,108.1,53.5,Right Foot,Open Play,From Throw In
434907,0,102.7,59.2,Right Foot,Open Play,From Counter
434908,0,102.5,50.8,Right Foot,Open Play,From Free Kick
434909,0,100.5,22.6,Right Foot,Free Kick,From Free Kick
434910,0,98.8,27.5,Right Foot,Open Play,From Free Kick
434911,0,113.4,33.0,Head,Open Play,From Corner
434912,0,115.0,35.1,Left Foot,Open Play,Regular Play
434913,0,90.8,38.9,Left Foot,Open Play,Regular Play
434914,0,100.2,33.7,Left Foot,Open Play,Regular Play
434915,0,87.8,55.9,Right Foot,Open Play,From Free Kick
434916,0,112.0,35.9,Head,Open Play,From Free Kick
434917,0,116.0,32.6,Head,Open Play,From Corner
434918,0,91.5,56.5,Left Foot,Open Play,From Throw In
434919,0,113.3,36.1,Head,Open Play,From Free Kick
434920,1,108.4,46.2,Right Foot,Open Play,Regular Play
434921,1,106.7,26.3,Left Foot,Open Play,Regular Play
434922,0,108.1,30.7,Left Foot,Open Play,Regular Play
437991,0,98.5,50.4,Left Foot,Free Kick,From Free Kick
437992,0,112.9,26.1,Left Foot,Open Play,From Throw In
437993,0,108.2,29.7,Left Foot,Open Play,From Free Kick
437994,0,108.6,51.3,Right Foot,Open Play,From Throw In
437995,0,90.1,50.4,Right Foot,Open Play,From Free Kick
437996,0,91.3,28.1,Right Foot,Open Play,From Free Kick
437997,0,110.8,36.6,Head,Open Play,From Corner
437998,0,111.3,22.5,Left Foot,Open Play,Regular Play
437999,0,106.8,34.0,Head,Open Play,From Corner
438000,0,94.7,34.6,Left Foot,Open Play,From Free Kick
438001,0,107.3,54.3,Right Foot,Open Play,Regular Play
438002,0,91.6,58.3,Right Foot,Open Play,From Free Kick
438003,0,112.7,42.8,Head,Open Play,Regular Play
438004,0,105.2,25.3,Left Foot,Open Play,From Throw In
438005,1,112.6,36.3,Head,Open Play,From Corner
438006,0,112.7,41.8,Head,Open Play,Regular Play
438007,0,96.1,36.0,Right Foot,Open Play,From Free Kick
438008,0,109.3,40.7,Right Foot,Open Play,From Free Kick
438009,0,107.8,26.9,Right Foot,Open Play,From Free Kick
438010,0,116.4,45.6,Right Foot,Open Play,From Corner
438011,0,112.5,52.4,Right Foot,Open Play,From Counter
438012,0,105.1,56.7,Left Foot,Open Play,Regular Play
438013,1,109.3,41.7,Right Foot,Open Play,Regular Play
438014,0,109.0,38.5,Head,Open Play,From Corner
438015,0,114.5,35.9,Head,Open Play,Regular Play
441655,0,107.3,48.2,Right Foot,Open Play,From Throw In
441656,1,112.2,52.5,Right Foot,Open Play,Regular Play
441657,1,112.7,43.8,Head,Open Play,From Corner
441658,1,115.0,42.5,Head,Open Play,Regular Play
441659,0,108.8,25.5,Left Foot,Open Play,Regular Play
441660,0,106.4,47.3,Left Foot,Open Play,From Throw In
441661,0,96.7,34.6,Right Foot,Open Play,From Throw In
441662,0,92.8,56.3,Left Foot,Free Kick,From Free Kick
441663,0,109.9,38.8,Head,Open Play,From Corner
441664,1,114.8,39.2,Head,Open Play,Regular Play
441665,0,96.1,51.8,Left Foot,Open Play,From Kick Off
441666,0,94.5,36.2,Right Foot,Open Play,From Kick Off
441668,0,102.9,46.9,Left Foot,Open Play,Regular Play
441669,0,105.4,39.7,Right Foot,Open Play,Regular Play
441670,0,100.0,42.8,Left Foot,Open Play,From Keeper
441671,1,103.7,36.8,Left Foot,Open Play,Regular Play
441672,0,105.6,43.9,Left Foot,Open Play,Regular Play
441673,0,115.6,46.4,Left Foot,Open Play,Regular Play
441674,1,111.4,29.7,Right Foot,Open Play,Regular Play
441675,0,109.7,50.3,Right Foot,Open Play,From Free Kick
441676,0,93.3,60.0,Right Foot,Open Play,Regular Play
441677,1,111.6,43.5,Head,Open Play,Regular Play
441678,0,108.5,25.7,Left Foot,Open Play,From Throw In
441679,1,112.2,40.9,Left Foot,Open Play,Regular Play
441680,0,106.6,27.5,Left Foot,Open Play,From Kick Off
441681,0,116.9,48.7,Head,Open Play,From Corner
441682,0,110.2,45.1,Head,Open Play,From Corner
441683,1,115.5,48.5,Right Foot,Open Play,Regular Play
441684,0,87.4,48.0,Right Foot,Open Play,From Throw In
441685,0,106.4,28.8,Left Foot,Open Play,Regular Play
441686,0,98.4,52.7,Right Foot,Open Play,Regular Play
441687,0,113.2,58.7,Right Foot,Open Play,Regular Play
441688,1,106.9,42.5,Right Foot,Open Play,From Corner
441689,0,105.7,34.1,Right Foot,Open Play,Regular Play
441690,0,96.5,54.7,Right Foot,Open Play,From Corner
441691,0,103.4,42.2,Right Foot,Open Play,From Corner
441692,0,111.1,54.2,Right Foot,Open Play,Regular Play
441693,1,104.7,34.8,Left Foot,Open Play,Regular Play
445245,0,113.6,41.9,Head,Open Play,Regular Play
445246,0,98.5,37.0,Left Foot,Open Play,Regular Play
445247,0,110.4,43.6,Right Foot,Open Play,Regular Play
445248,0,91.9,38.6,Right Foot,Open Play,From Throw In
445249,0,113.4,53.3,Right Foot,Open Play,From Corner
445250,0,109.4,56.2,Right Foot,Open Play,Regular Play
445251,0,92.1,33.9,Right Foot,Free Kick,From Free Kick
445252,0,112.5,49.4,Right Foot,Open Play,Regular Play
445253,0,117.1,47.9,Right Foot,Open Play,Regular Play
445254,0,92.6,28.4,Left Foot,Open Play,From Throw In
445255,0,92.8,33.5,Right Foot,Free Kick,From Free Kick
445256,0,89.3,45.4,Left Foot,Open Play,Regular Play
445257,0,105.8,22.9,Right Foot,Open Play,Regular Play
445258,0,97.4,28.2,Right Foot,Open Play,Regular Play
445259,0,90.2,53.6,Right Foot,Open Play,Regular Play
445260,0,91.3,34.5,Right Foot,Open Play,From Throw In
445261,0,97.3,53.1,Left Foot,Open Play,From Throw In
445262,0,110.1,30.2,Right Foot,Open Play,Regular Play
445263,0,101.0,28.1,Right Foot,Open Play,From Free Kick
445264,0,86.6,39.1,Right Foot,Open Play,From Corner
445265,0,112.1,49.0,Right Foot,Open Play,From Corner
445266,0,99.3,52.4,Right Foot,Open Play,From Corner
445267,1,109.4,50.9,Right Foot,Open Play,From Corner
448932,0,110.0,41.3,Head,Open Play,From Throw In
448933,0,114.3,25.9,Left Foot,Open Play,From Free Kick
448934,0,111.6,27.4,Left Foot,Open Play,From Goal Kick
448935,1,100.5,31.7,Right Foot,Open Play,From Goal Kick
448936,0,111.6,23.7,Left Foot,Open Play,Regular Play
448937,0,111.7,44.3,Right Foot,Open Play,From Goal Kick
448938,0,101.0,29.1,Right Foot,Open Play,From Free Kick
448939,0,100.8,50.6,Right Foot,Open Play,Regular Play
448940,0,91.7,28.0,Left Foot,Open Play,Regular Play
448941,0,111.4,41.6,Head,Open Play,From Corner
448942,0,92.1,46.8,Right Foot,Open Play,From Corner
448943,0,104.5,50.5,Left Foot,Open Play,From Free Kick
448944,0,115.5,32.3,Head,Open Play,From Corner
448945,0,87.7,36.9,Left Foot,Open Play,From Free Kick
448946,0,109.8,38.5,Left Foot,Open Play,From Throw In
448947,0,98.2,41.7,Right Foot,Open Play,From Goal Kick
448948,0,77.7,55.7,Right Foot,Open Play,From Throw In
448949,0,109.5,36.1,Head,Open Play,Regular Play
448950,0,94.6,30.9,Left Foot,Open Play,From Corner
448951,0,99.3,47.7,Left Foot,Open Play,From Corner
448952,1,109.8,31.8,Right Foot,Open Play,From Counter
448953,0,108.1,23.8,Left Foot,Open Play,From Goal Kick
448954,0,101.5,18.5,Right Foot,Open Play,From Corner
448955,0,109.9,42.2,Right Foot,Open Play,From Corner
452262,0,95.1,45.7,Right Foot,Open Play,Regular Play
452263,0,105.1,38.0,Right Foot,Open Play,From Throw In
452264,0,92.1,20.2,Left Foot,Open Play,From Corner
452265,0,97.7,25.6,Left Foot,Open Play,From Throw In
452266,1,114.4,39.3,Right Foot,Open Play,From Free Kick
452267,0,93.2,24.2,Right Foot,Open Play,From Counter
452268,0,90.9,36.9,Right Foot,Free Kick,From Free Kick
452269,0,104.1,28.6,Left Foot,Open Play,From Free Kick
